name	url	our_price	ingredients	lifestage	food_form	special_diet	packaging_type	food_texture	brand	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal
Dave's Pet Food Naturally Healthy Grain-Free Tuna & Chicken Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/daves-pet-food-naturally-healthy/dp/51642	28.99	Tuna, Tuna Broth, Chicken, Natural Flavor, Ground Tapioca, Soybean Oil, Tricalcium Phosphate, Calcium Sulfate, Guar Gum, Niacin Supplement, Vitamin E Supplement, Thiamine Mononitrate, Vitamin B12 Supplement, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Ferrous Sulfate, Zinc Oxide, Manganese Sulfate Monohydrate, Copper Glycine Complex, Selenium Premix, Potassium Iodide, Taurine.	adult	wet food	grain-free gluten free pea-free	can	chunks in gravy			9.29203539823009	68.14159292035397	22.566371681415927	0.009511154855643043
Wellness CORE 95% Chicken Grain-Free Canned Cat Food, 5.5-oz, case of 12	https://www.chewy.com/wellness-core-95-chicken-grain-free/dp/172339	31.92	Chicken, Water Sufficient For Processing, Cassia Gum, Xanthan Gum, Ground Flaxseed, Potassium Chloride, Choline Chloride, Taurine, Salt, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.	adult	wet food	grain-free no corn no wheat no soy high-protein pea-free	can	pate	wellpet		7.566732848003538	32.428855062872266	60.004412089124195	0.013502538071065991
Wysong Optimal Vitality Dry Cat Food, 5-lb bag	https://www.chewy.com/wysong-optimal-vitality-dry-cat-food/dp/110392	15.99	Chicken Meal, Organic Chicken, Turkey Meal, Pea Protein, Potato Protein, Peas, Chicken Fat (preserved with Mixed Tocopherols), Flaxseeds, Dried Plain Beet Pulp, Natural Flavor, Sesame Seeds, Montmorillonite Clay, Crab Meal, Dried Whey, Coconut Oil, Chia Seeds, Salt, Taurine, Calcium Carbonate, Calcium Propionate (a preservative), Dried Tomato Pomace, Choline Chloride, Yeast Extract, Organic Barley Grass Powder, Dried Blueberry Powder, Dried Yogurt, Dried Kelp, Apple Pectin, Dried Kale, Dried Spinach, Dried Carrots, Fish Oil, Citric Acid (a preservative), Inulin, Mixed Tocopherols (a preservative), Rosemary Extract, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product, Pepper.	adult	dry food	low glycemic					19.463087248322147	47.93863854266539	32.59827420901246	
Vital Essentials Duck Mini Nibs Entree Freeze-Dried Cat Food, 12-oz bag	https://www.chewy.com/vital-essentials-duck-mini-nibs/dp/152725	29.0	Finely Ground Duck With Bone, Duck Heart, Duck Liver, Duck Gizzard, Duck Egg, Duck Blood, Raw Goat's Milk, Water, Egg Shell Membrane,Herring Oil, Mixed Tocopherols, D-Alpha Tocopherol.	adult	freeze-dried	gluten free grain-free limited ingredient diet pea-free raw natural					20.413122721749698	38.27460510328068	41.31227217496962	0.023015873015873017
Farmina N&D Prime Boar & Apple Recipe Adult Cat Dry Food, 11-lb bag	https://www.chewy.com/farmina-nd-prime-boar-apple-recipe/dp/234239	54.95	Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-Carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, Dl-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (A Preservative).	adult	dry food	gmo-free gluten free low glycemic grain-free natural n/a					15.898767034393254	39.9740428293316	44.127190136275146	
Meow Mix Classic Pate with Real Tuna Cat Food Trays, 2.75-oz, case of 12	https://www.chewy.com/meow-mix-classic-pate-real-tuna-cat/dp/157594	6.68	Fish broth, tuna, meat by-products, liver, chicken, rice flour, tricalcium phosphate, calcium sulfate, salt, titanium dioxide(color), sodium tripolyphosphate, potassium chloride, guar gum, natural flavor, choline chloride, sunflower oil , carrageenan, vitamins (vitamin e supplement, niacin supplement, thiamine mononitrate, vitamin a supplement, d-calcium pantothenate, riboflavin supplement, pyridoxine hydrochloride, vitamin d3 suppplelment, menadione sodium bisulfite complex, folic acid, biotin, vitamin b12 supplement), minerals (ferrous sulfate, zinc oxide, manganese sulfate, copper glycine complex, potassium iodide, sodium selenite), taurine, magnesium sulfate	adult	wet food		can	pate			8.68596881959912	53.452115812917576	37.86191536748329	0.022183478621834785
Fussie Cat Premium Tuna with Chicken Liver Formula in Aspic Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/fussie-cat-premium-tuna-chicken-liver/dp/133160	31.39	Water Sufficient for Processing, Tuna, Chicken Liver, Sunflower Seed Oil, Calcium Carbonate, Locust Bean Gum, Carrageenan, Guar Gum, Choline Chloride, Potassium Chloride, Potassium Carbonate, Taurine, Fructooligosaccharides, Sodium Chloride, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Thiamine Mononitrate (Source of Vitamin B1), Nicotinic Acid (Source of Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Copper Sulfate, Riboflavin Supplement (Source of Vitamin B2), Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Potassium Iodide, Vitamin K3 Supplement, Biotin, Vitamin B12 Supplement.	adult	wet food	grain-free pea-free natural	can	aspic / gelee			0.0	54.20875420875421	45.79124579124579	0.03441885964912281
9 Lives Tender Morsels with Real Ocean Whitefish & Tuna In Sauce Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/9-lives-tender-morsels-real-ocean/dp/127861	9.54	Water Sufficient for Processing, Meat By-Products, Fish, Salmon, Soy Protein Concentrate, Wheat Flour, Modified Food Starch, Tuna, Vegetable Oil (Preserved with BHA/Bht), Titanium Dioxide (Color), Natural Flavor, Bone Meal, Sodium Tripolyphosphate, Salt, Calcium Carbonate, Taurine, Vitamins (Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Choline Chloride, Sodium Nitrite (To Promote Color Retention).	adult	wet food		can	chunks in gravy			13.98287810843866	51.36567468406032	34.651447207501015	0.0032317073170731706
Purina ONE Ideal Weight Tender Salmon Recipe in Sauce Adult Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-one-ideal-weight-tender-salmon/dp/119394	19.57	Water Sufficient For Processing, Salmon, Liver, Wheat Gluten, Pork Lungs, Fish, Powdered Cellulose, Natural Flavors, Corn Oil, Minerals (Tricalcium Phosphate, Potassium Chloride, Salt,  Magnesium Sulfate, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide), Xanthan Gum, Taurine, Vitamins (Choline, Vitamin E, Vitamin B-1, Vitamin B-3, Vitamin B-5, Vitamin A, Vitamin K, Vitamin B-6, Vitamin B-2, Vitamin B-12, Vitamin B-7, Folic Acid, Vitamin D-3), Carrageenan, L-Carnitine. E433218	adult	wet food	weight control pea-free	can	chunks in gravy	purina		0.7883305625570093	68.82250942957756	30.389160007865417	0.011817632850241545
AvoDerm Grain-Free Salmon Entree Salmon Consomme Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/avoderm-grain-free-salmon-entree/dp/50212	43.77	Salmon (Source of Omega-3), Salmon Broth, Tricalcium Phosphate, Sunflower Oil, Guar Gum, Avocado Oil, Taurine, Minerals (Ferrous Sulfate Monohydrate, Zinc Oxide, Manganese Sulfate Monohydrate, Copper Amino Acid Complex, Sodium Selenite, Potassium Iodide), Potassium Chloride, Choline Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Thiamine Mononitrate, Niacin, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Menadion Sodium Bisulfite Complex (Source of Vitamin K Activity), Biotin, Vitamin B12 Supplement).	adult	wet food	sensitive digestion grain-free pea-free	can	bits in broth	breeder's choice		0.0	72.8	27.200000000000003	0.022240853658536588
Against the Grain Caribbean Club with Chicken & Cheese Dinner Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/against-grain-caribbean-club-chicken/dp/51835	26.4	Chicken, Water Sufficient for Processing, Cheddar Cheese, Tricalcium Phosphate, Palm Oil, Tapioca, Taurine, Xanthan Gum, Vitamins (Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Vitamin D3 Supplement, Pantothenic Acid, Riboflavin Supplement, Choline Chloride, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Ferrous Sulfate Monohydrate, Zinc Sulfate Heptahydrate, Manganese Sulfate Monohydrate, Copper Sulfate Pentahydrate, Dicalcium Phosphate, Potassium Iodide, Potassium Chloride, Magnesium Sulfate Monohydrate, Sodium Selenite).	adult	wet food	grain-free gluten free no corn no wheat no soy pea-free non-gmo	can	shredded			0.0	73.54085603112841	26.459143968871597	0.014864864864864864
Blue Buffalo True Solutions Perfect Coat Skin & Coat Care Formula Dry Cat Food, 11-lb bag	https://www.chewy.com/blue-buffalo-true-solutions-perfect/dp/244852	33.99	Deboned Salmon, Salmon Meal, Brown Rice, Pea Protein, Barley, Oatmeal, Canola Oil, Natural Flavor, Potato Starch, Dried Tomato Pomace, Peas, Calcium Carbonate, Choline Chloride, Calcium Sulfate, DL-Methionine, Fish Oil (source of Omega 3 Fatty Acids), L-Threonine, Calcium Chloride, Potatoes, Pumpkin, Dried Chicory Root, Taurine, Potassium Chloride, Potassium Sulfate, Flaxseed (source of Omega 6 Fatty Acids), Pea Fiber, Alfalfa Nutrient Concentrate, Salt, Dried Plain Beet Pulp, Dicalcium Phosphate, L-Tryptophan, Vitamin E Supplement, preserved with Mixed Tocopherols, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.	adult	dry food						36.768180798120206	29.569786015075312	33.662033186804486	0.0018345315024232635
Friskies Lil' Grillers Seared Cuts With Tuna In Gravy Wet Cat Food, 1.55-oz pouches, case of 16	https://www.chewy.com/friskies-lil-grillers-seared-cuts/dp/228908	8.3	Water, Chicken, Wheat Gluten, Liver, Turkey, Tuna, Corn Starch-modified, Artificial And Natural Flavors, Soy Flour, Soy Protein Concentrate, Added Color, Taurine, Red 3, Thiamine Mononitrate (Vitamin B-1). A625619	adult	wet food		pouch	chunks in gravy			40.93567251461988	49.122807017543856	9.941520467836257	0.018526785714285714
Merrick Purrfect Bistro Grain-Free Surf & Turf Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/merrick-purrfect-bistro-grain-free/dp/49257	38.66	Deboned Beef, Chicken Broth, Chicken Liver, Deboned Salmon, Natural Flavor, Dried Egg Product, Calcium Carbonate, Dried Cranberries, Organic Dehydrated Alfalfa Meal, Sodium Phosphate, Guar Gum, Potassium Chloride, Salt, Choline Chloride, Taurine, Agar-Agar, Ground Flaxseed, Locust Bean Gum, Xanthan Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Supplement, Riboflavin Supplement, Folic Acid, Biotin, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex (source of Vitamin K), Vitamin D3 Supplement), Yucca Schidigera Extract, Minerals (Zinc Amino Acid Complex, Sodium Selenite, Manganese Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Cobalt Glucoheptonate, Potassium Iodide).	adult	wet food	grain-free gluten free no corn no wheat no soy high-protein pea-free	can	pate			23.125794155019065	44.47268106734434	32.40152477763659	0.01643707482993197
Fussie Cat Super Premium Chicken with Chicken Liver Formula in Pumpkin Soup Grain-Free Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/fussie-cat-super-premium-chicken/dp/133175	35.76	Water Sufficient for Processing, Chicken Meat, Chicken Skin, Chicken Liver, Pumpkin, Tapioca Starch, Sunflower Seed Oil, Calcium Carbonate, Xanthan Gum, Tricalcium Phosphate, Tuna Oil, Choline Chloride, Taurine, Fructooligosaccharides, Zinc Sulfate, Sodium Chloride, Vitamin E, Ferrous Sulfate, Thiamine Mononirate (Source of Vitamin B1), Nicotinic Acid (Source of Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Copper Sulfate, Vitamin A Supplement, Riboflavin Supplement (Source of Vitamin B2), Pyridoxine Hydrochloride (Source of Vitamin B6), Potassium Iodide, Folic Acid, Vitamin D3 Supplement, Vitamin K3 Supplement, Biotin, Vitamin B12 Supplement.	adult	wet food	grain-free pea-free natural	can	stew			0.0	69.36936936936937	30.630630630630627	0.031041666666666665
Halo Lamb Stew Grain-Free Adult Canned Cat Food, 5.5-oz case of 12	https://www.chewy.com/halo-lamb-stew-grain-free-adult/dp/221119	24.68	Lamb, Chicken Broth, Beef Liver, Carrots, Celery, Green Beans, Sweet Potatoes, Peas, Mustard Greens, Okra, Guar Gum, Salt, Pumpkin, Potassium Chloride, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Xanthan Gum, Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Magnesium Sulfate, Dried Kelp, Salmon Oil (Preserved With Mixed Tocopherols), Natural Flavor, Flaxseed Oil (Preserved With Mixed Tocopherols), Tricalcium Phosphate.	adult	wet food	grain-free	can	stew			0.0	48.091603053435115	51.908396946564885	0.02506856272219401
BFF Tuna & Salmon Soulmates Dinner in Gelee Canned Cat Food, 10-oz, tray of 12	https://www.chewy.com/bff-tuna-salmon-soulmates-dinner-in/dp/36043	26.29	Tuna, Water Sufficient For Processing, Salmon, Sunflower Seed Oil, Calcium Lactate, Locust Bean Gum, Guar Gum, Choline Chloride, Tricalcium Phosphate, Potassium Chloride, Taurine, Vitamin E Supplement, Zinc Sulfate, Nicotinic Acid (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Ferrous Sulfate, Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Potassium Iodide, Folic Acid, Copper Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K), Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement.	adult	wet food	gluten free grain-free no corn no wheat no soy pea-free non-gmo	can	aspic / gelee minced	weruva					0.37028169014084505
Solid Gold Five Oceans Shrimp & Tuna Recipe in Gravy Grain-Free Canned Cat Food, 6-oz, case of 8	https://www.chewy.com/solid-gold-five-oceans-shrimp-tuna/dp/126746	15.92	Water Sufficient for Processing, Shrimp, Tuna, Tapioca, Canola Oil, Tricalcium Phosphate, Xanthan Gum, Taurine, Choline Chloride, Vitamin E Supplement, Zinc Oxide, Thiamine Mononitrate, Manganese Sulfate, Vitamin A Supplement, Menadione Sodium Bisulfate Complex (Source of Vitamin K), Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement.	adult	wet food	no corn no wheat no soy grain-free gluten free pea-free	can	chunks in gravy			9.170305676855897	61.135371179039296	29.694323144104807	0.033166666666666664
Tiny Tiger Chunks in Gravy Beef Recipe Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/tiny-tiger-chunks-in-gravy-beef/dp/174595	12.99	Beef Broth, Beef, Liver, Poultry, Meat By-Products, Ocean Fish, Dried Egg Product, Potato Starch, Natural Flavor, Tricalcium Phosphate, Salt, Guar Gum, Sodium Phosphate, Potassium Chloride, Calcium Carbonate, Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Dl-Methionine, Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Sodium Selenite, Manganese Sulfate, Potassium Iodide), Magnesium Sulfate, Fish Oil (Preserved With Mixed Tocopherols).	adult	wet food	grain-free gluten free no corn no wheat no soy pea-free	can	chunks in gravy			15.685529813900507	58.48841625522216	25.82605393087732	0.007029220779220779
Rachael Ray Nutrish Purrfect Entrees Grain-Free Fin-Tastic Primavera with Yellowfin Tuna & Veggies in Savory Sauce Wet Cat Food, 2-oz, case of 24	https://www.chewy.com/rachael-ray-nutrish-purrfect-entrees/dp/169325	23.25	Fish Broth, Yellowfin Tuna, Sardine, Mackerel, Vegetable Oil, Carrots Tomato Concentrate, Dicalcium Phosphate, Xanthan Gum, Potassium Chloride, Salt, Spinach, Magnesium Sulfate, Choline Chloride, Calcium Carbonate, Taurine, Zinc Proteinate, Iron Proteinate, Paprika, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Mononitrate, Niacin, Manganese Proteinate, Vitamin A Acetate, Copper Proteinate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrocholoride (Souce of Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity).	adult	wet food	grain-free pea-free	tray	shredded			2.0840224942110614	41.68044988422096	56.23552762156797	0.061507936507936505
Farmina Natural & Delicious Kitten Prime Chicken & Pomegranate Canned Cat Food, 2.8-oz can, case of 12	https://www.chewy.com/farmina-natural-delicious-kitten/dp/223685	23.88	Chicken, Herring, Eggs, Sweet Potato, Herring Oil, Pomegranate, Fructooligosaccharide, Calcium Carbonate, Potassium Chloride, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Choline Chloride, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine Complex, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine.	kitten	wet food	non-gmo natural	can				6.3331559340074115	48.43001596593935	45.23682810005324	0.022247065399664614
Weruva Cats in the Kitchen The Double Dip Chicken & Beef Au Jus Grain-Free Canned Cat Food, 6-oz, case of 24	https://www.chewy.com/weruva-cats-in-kitchen-double-dip/dp/43957	44.99	Chicken Broth, Chicken, Beef, Beef Lung, Sunflower Seed Oil, Locust Bean gum, Xanthan Gum, Tricalcium Phosphate, Fish Oil, Guar Gum, Potassium Chloride, Choline Chloride, Zinc Sulfate, Taurine, Vitamin E Supplement, Nicotinic Acid (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Ferrous Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Biotin, Sodium Selenite, Vitamin B12 Supplement.	adult	wet food	grain-free gluten free pea-free non-gmo no corn no wheat no soy natural	can	bits in broth	cats in the kitchen		0.0	56.852791878172596	43.14720812182741	0.03536949685534591
Solid Gold Tropical Blendz with Turkey & Coconut Oil Pate Grain-Free Canned Cat Food, 6-oz, case of 8	https://www.chewy.com/solid-gold-tropical-blendz-turkey/dp/160721	15.12	Water Sufficient For Processing, Turkey, Chicken, Tuna, Tapioca Starch, Dried Egg Product, Coconut Oil, Carrots, Pumpkin, Salt, Spinach, Tricalcium Phosphate, Sodium Tripolyphosphate, Calcium Sulfate, Magnesium Sulfate, Guar Gum, Potassium Chloride, Xanthan Gum, Carob Bean Gum, Celery Powder, Taurine, Zinc Oxide, Vitamin E Supplement, Reduced Iron, Niacin Supplement, Sodium Selenite, Thiamine Mononitrate, Vitamin A Supplement, Manganese Sulfate Monohydrate, Vitamin B12 Supplement, Copper Glycine Complex, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source Of Vitamin K).	adult	wet food	gluten free grain-free no corn no wheat no soy pea-free	can	pate			16.867469879518072	42.168674698795186	40.963855421686745	0.016874999999999998
Chicken Soup for the Soul Weight & Mature Care Ocean Fish, Chicken & Turkey Recipe Pate Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/chicken-soup-soul-weight-mature-care/dp/191843	38.16	Ocean Fish, Chicken Broth, Turkey Broth, Chicken, Chicken Liver, Whole Grain Brown Rice, Dried Egg Product, Salmon, Turkey, Duck, Pea Fiber, Carrots, Peas, Flaxseed, Powdered Cellulose, Oatmeal, Potassium Chloride, Cassia Gum, Xanthan Gum, Taurine, Apples, Cranberries, Dried Kelp, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Inulin, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), Yucca Schidigera Extract, Choline Chloride, Parsley, Salt.	senior	wet food	weight control no corn no wheat no soy	can	pate			23.740718442705173	42.143287176399774	34.11599438089505	0.010890410958904109
Evanger's Grain-Free Pork Canned Dog & Cat Food, 12.8-oz, case of 12	https://www.chewy.com/evangers-grain-free-pork-canned-dog/dp/44820	30.93	Pork, Water Sufficient for Processing, Liver, Guar Gum.	adult	wet food	no corn no wheat no soy grain-free gluten free limited ingredient diet pea-free	can	pate			14.89361702127659	34.63631865413163	50.47006432459179	0.007364285714285714
Natural Balance Platefulls Chicken & Salmon Formula in Gravy Grain-Free Cat Food Pouches, 3-oz pouch, case of 24	https://www.chewy.com/natural-balance-platefulls-chicken/dp/36093	25.2	Chicken Broth, Chicken, Salmon, Chicken Liver, Carrots, Peas, Dried Egg Whites, Ground Dried Peas, Potato Starch, Natural Flavor, Guar Gum, Potassium Chloride, Ground Flaxseed, Salmon Oil (Preserved with Mixed Tocopherols), Sodium Acid Pyrophosphate, Tetrasodium Pyrophosphate, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Potassium Iodide, Sodium Selenite), Sodium Carbonate, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, D-Calcium Pantothenate, Vitamin D3 Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Choline Chloride, Spinach, Parsley, Dried Kelp, Cranberries, Taurine, Sodium Phosphate, Sodium Hexametaphosphate, Dl-Methionine, Thiamine Mononitrate, Yucca Schidigera Extract, Rosemary Extract.	adult	wet food	grain-free no corn no wheat no soy	pouch	chunks in gravy			24.82915717539864	36.446469248291564	38.72437357630979	0.013636363636363636
I and Love and You Naked Essentials Digestive Support Chicken & Pumpkin Recipe Dry Cat Food, 3.4-lb bag	https://www.chewy.com/i-love-you-naked-essentials-digestive/dp/243874	11.87	Chicken, Chicken Meal, Menhaden Fish Meal, Dried Peas, Pea Starch, Chicken Fat (Preserved With Mixed Tocopherols), Pea Protein, Salmon, Dried Egg Product, Dried Pumpkin, Dried Sweet Potatoes, Natural Flavor, Flaxseeds, Ground Miscanthus Grass, Sunflower Oil, Dried Tomato Pomace, Dried Carrots, Salt, Potassium Chloride, Choline Chloride, Taurine, Minerals (Iron Amino Acid Complex, Zinc Amino Acid Complex, Ferrous Sulfate, Zinc Oxide, Copper Amino Acid Complex, Copper Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Manganous Oxide, Calcium Iodate), Dried Blueberries, Dried Chicory Root, Dried Cranberries, Dried Kelp, Dl-Methionine, Citric Acid (Preservative), Mixed Tocopherols (Preservative), Dried Bacillus Coagulansfermentation Product, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, Menadione Sodium Bisulfite Complex, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Biotin), Yucca Schidigera Extract, Rosemary Extract.	adult	dry food	grain-free high-protein					32.58410746122143	40.42066362068095	26.995228918097634	0.0023541419320021587
