name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"Royal Canin Veterinary Diet Gastrointestinal Kitten Dry Cat Food, 4.4-lb bag",https://www.chewy.com/royal-canin-veterinary-diet/dp/254695,33.99,,"4133 kcal me/kg, 475 kcal me/cup","Chicken By-Product Meal, Corn, Chicken Fat, Wheat Gluten, Brewers Rice Flour, Natural Flavors, Fish Oil, Egg Product, Dried Plain Beet Pulp, Vegetable Oil, Potassium Chloride, Pea Fiber, Sodium Silico Aluminate, Sodium Pyrophosphate, Calcium Carbonate, Salt, Powdered Psyllium Seed Husk, L-Lysine, Fructooligosaccharides, Choline Chloride, Hydrolyzed Yeast (Source Of Betaglucans), Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Manganese Proteinate, Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Magnesium Oxide, Carotene, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","{'Item Number': '228179', 'Weight': '4.4\xa0pounds', 'Lifestage': 'Kitten', 'Food Form': 'Dry Food', 'Special Diet': 'Veterinary Diet'}","{'Crude Protein': '33.0% min', 'Crude Fat': '22.0% min', 'Crude Fiber': '3.7% max', 'Moisture': '8.0% max', 'Eicosapentaenoic + Docosahexaenoic Acid': '0.29% min', 'Calcium': '0.94% min', 'Potassium': '0.6% max', 'Sodium': '0.36% min', 'Vitamin E': '385 IU/kg min', 'Ascorbic Acid': '220 mg/kg min'}"
"FirstMate Pacific Ocean Fish Meal with Blueberries Formula Limited Ingredient Diet Grain-Free Dry Cat Food, 10-lb bag",https://www.chewy.com/firstmate-pacific-ocean-fish-meal/dp/116176,38.53,,"3700 kcal/kg, 574 kcal/cup","Pacific Ocean Fish Meal, Potato, Chicken Fat (Preserved with Mixed Tocopherols), Whole Blueberries, Minerals: (Zinc Proteinate, Iron Proteinate, Manganese Proteinate, Copper Proteinate, Calcium Iodate, Cobalt Carbonate, Sodium Selenite), Vitamins (Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement, Vitamin E Supplement, Vitamin A Supplement, Vitamin D3 Supplement), Choline Chloride, Calcium Propionate (a Preservative), Dl-Methionine, Taurine, Yeast Extract (a Source of Prebiotics), Kale, Glucosamine Hydrochloride.","{'Item Number': '88442', 'Weight': '10.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Gluten Free, Sensitive Digestion, Grain-Free, Limited Ingredient Diet, Pea-Free, Flax-Free, High-Protein'}","{'Crude Protein': '42.0% min', 'Crude Fat': '18.0% max', 'Crude Fiber': '3.0% min', 'Moisture': '10.0% max', 'Magnesium': '0.089% max', 'Calcium/Phosphorous Ratio': '1.6: 1', 'Ash': '7.0% max', 'Calcium': '1.9% min', 'Phosphorous': '1.2% min', 'Glucosamine': '100mg/kg', 'Taurine': '0.34% min'}"
"BFF OMG Dream Team! Chicken & Duck in Gravy Wet Canned Cat Food, 2.8-oz can, case of 12",https://www.chewy.com/bff-omg-dream-team-chicken-duck-in/dp/208939,13.63,16.69,103 kcal/can,"Chicken, Chicken Broth, Duck, Natural Flavor, Tapioca Starch, Guar Gum, Potassium Chloride, Celery Powder, Choline Chloride, Taurine, Salt, Vitamin E Supplement, Zinc Oxide, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Niacin Supplement (Vitamin B3), Sodium Selenite, Vitamin A Supplement, Manganese Sulfate, Copper Amino Acid Complex, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Folic Acid, Vitamin B12 Supplement, Potassium Iodide, Vitamin D3 Supplement, Biotin Supplement.","{'Item Number': '182270', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '7% min', 'Crude Fat': '3% min', 'Crude Fiber': '1% max', 'Moisture': '85% max', 'Ash': '3.0% min'}"
"CANIDAE Adore Sardine & Mackerel in Broth Canned Cat Food, 2.46-oz, case of 24",https://www.chewy.com/canidae-adore-sardine-mackerel-in/dp/184228,35.76,,"700 kcal/kg; 49 kcal/2.46-oz can, 109 kcal/5.5-oz can","Water For Processing, Sardine, Mackerel, Fish Broth, Potato Starch, Sunflower Oil, Shrimp, Crab, Guar Gum, Tricalcium Phosphate, Sodium Acid Pyrophosphate, Taurine, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate, Copper Amino Acid Complex, Potassium Iodide), Potassium Chloride, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex), Magnesium Sulfate.","{'Item Number': '157485', 'Weight': '3.69\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Bits in Broth, Stew', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '8.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '86.0% max'}"
"Meat Mates Beef Dinner Grain-Free Freeze-Dried Cat Food, 14-oz bag",https://www.chewy.com/meat-mates-beef-dinner-grain-free/dp/186418,19.38,33.99,"4949 kcal/kg, 175 kcal/cup","Beef, Beef Tripe, Beef Heart, Beef Kidney, Beef Spleen, Beef Liver, Fish Oil, Flaxseed Flakes, Dried Kelp, Dipotassium Phosphate, Salt, Magnesium Oxide, Vitamin E Supplement, Zinc Proteinate, Taurine, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Vitamine D3 Supplement, Folic Acid.","{'Item Number': '159688', 'Weight': '14\xa0ounces', 'Lifestage': 'Adult', 'Food Form': 'Freeze-Dried', 'Special Diet': 'Gluten Free, Grain-Free, Limited Ingredient Diet, High-Protein, Pea-Free, Non-GMO, Raw'}","{'Crude Protein': '41% min', 'Crude Fat': '37% min', 'Crude Fiber': '1.5% max', 'Moisture': '8% max', 'Ash': '11% min', 'Omega-3 Fatty Acids': '0.5% min'}"
"Nulo FreeStyle Turkey & Duck Recipe Freeze-Dried Raw Cat Food, 8-oz bag",https://www.chewy.com/nulo-freestyle-turkey-duck-recipe/dp/236297,21.04,,"5214 kcal/kg, 235 kcal/cup","Turkey, Turkey Necks, Turkey Liver, Duck, Duck Liver, Ground Flaxseed, Spinach, Salmon Oil, Cranberries, Coconut Oil, Inulin, Dried Kelp, Potassium Chloride, Salt, Dried Bacillus coagulans, Fermentation Product, Taurine, Zinc Proteinate, Iron Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Pyriodoxine Hydrochloride, Vitamin A Supplement, Copper Proteinate, Manganese Proteinate, Mixed Tocopherols (as preservative), Vitamin D3 Supplement.","{'Item Number': '209704', 'Weight': '8\xa0ounces', 'Lifestage': 'Adult', 'Food Form': 'Freeze-Dried', 'Special Diet': 'Grain-Free, High-Protein, Low Glycemic, No Corn No Wheat No Soy, Raw'}","{'Crude Protein': '42.0% min', 'Crude Fat': '37.0% min', 'Crude Fiber': '2.0% max', 'Moisture': '5.0% max', 'Taurine': '2.0% min', 'Bacillus coagulans': '1,000,000,000 CFU/lb min'}"
"Triumph Chicken Formula Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/triumph-chicken-formula-canned-cat/dp/107390,19.46,22.93,"1168 kcal/kg, 99 kcal/3-oz can, 182 kcal/5.5-oz can","Chicken, Water Sufficient for Processing, Pork Liver, Ocean Fish, Ground Rice, Dried Egg Product, Guar Gum, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Panthothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganous Sulfate, Sodium Selenite) Choline Chloride, Carrageenan.","{'Item Number': '79556', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '10.0% min', 'Crude Fat': '6.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '2.3% max', 'Calcium': '0.20% min', 'Phosphorus': '0.18% min', 'Magnesium': '0.024% max', 'Taurine': '0.05% min'}"
"Caru Classic Chicken Stew Grain-Free Wet Cat Food, 6-oz, case of 12",https://www.chewy.com/caru-classic-chicken-stew-grain-free/dp/171990,24.21,32.28,"902 kcal/kg, 153 kcal per pack","Chicken, Chicken Broth, Tapioca Starch, Egg Whites, Apples, Carrots, Sweet Potato, Natural Flavor, Tricalcium Phosphate, Choline Chloride, Calcium Carbonate, Taurine, Dandelion Greens, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Magnesium Amino Acid Chelate, Iodine Amino Acid Chelate, Sodium Selenite).","{'Item Number': '145134', 'Weight': '5.0\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, Human-Grade, Limited Ingredient Diet, No Corn No Wheat No Soy, Pea-Free, Non-GMO, Natural'}","{'Crude Protein': '10.0% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max', 'Taurine': '0.08% min', 'Omega 6 Fatty Acids': '0.50% min', 'Omega 3 Fatty Acids': '0.05% min'}"
"Solid Gold Purrfect Pairings Savory Mousse with Chicken & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6",https://www.chewy.com/solid-gold-purrfect-pairings-savory/dp/126933,8.94,,"1110 kcal/kg, 86 kcal/bowl","Water Sufficient for Processing, Chicken, Tuna, Potato, Pea Protein, Goat Milk, Chicken Fat, Modified Tapioca Starch, Salt, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Magnesium Sulfate, Choline Chloride, Sodium Bicarbonate, Iron Glycine Complex, Zinc Glycine Complex, Taurine, Vitamin E Supplement, Manganese Glycine Complex, Niacin Supplement, Copper Glycine Complex, Thiamine Mononitrate, Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Vitamin K3).","{'Item Number': '99384', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max'}"
"Evanger's Super Premium Rabbit & Quail Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/evangers-super-premium-rabbit-quail/dp/121523,50.15,,"948 kcal/kg, 147 kcal/can","Rabbit, Quail, Water Sufficient for Processing, Liver, Whole Egg, Tomato Paste, Carrots, Blueberries, Cranberries, Flaxseed, Guar Gum, Dried Kelp, Rosemary Extract, Thyme, Ginger, Taurine, Yucca Schidigera Extract, Vitamins {Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Riboflavin Supplement (Source of Vitamin B2), Folic Acid, Vitamin B12 Supplement, Biotin, Vitamin D2 Supplement}, Minerals {Zinc Proteinate, Ferrous Sulfate, Copper Proteinate, Manganese Proteinate, Potassium Iodide, Sodium Selenite}.","{'Item Number': '93918', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, Grain-Free, Gluten Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '9.0% min', 'Crude Fat': '6.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '2.5% max'}"
"Merrick Purrfect Bistro Bon Appetits Grain-Free Chicken Recipe Morsels in Gravy Adult Cat Food Pouches, 3-oz, case of 24",https://www.chewy.com/merrick-purrfect-bistro-bon-appetits/dp/203339,30.02,33.36,905 kcal me/kg or 77 kcal me/pouch.,"Deboned Chicken, Chicken Broth, Turkey Broth, Chicken Liver, Peas, Dried Egg Whites, Carrots, Cranberries, Potato Starch, Spinach, Natural Flavor, Guar Gum, Dried Egg Product, Sodium Phosphate, Salt, Sodium Carbonate, Inulin, Rosemary, Sage, Thyme.","{'Item Number': '176653', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '9% min', 'Crude Fat': '2% min', 'Crude Fiber': '1.2% max', 'Moisture': '82% max'}"
"Solid Gold Holistic Delights Creamy Bisque with Salmon & Coconut Milk Grain-Free Cat Food Pouches, 3-oz, case of 12",https://www.chewy.com/solid-gold-holistic-delights-creamy/dp/126919,14.28,15.48,"1029 kcal/kg, 88 kcal/pouch","Water Sufficient for Processing, Salmon, Tuna, Pea Protein, Coconut Milk, Carrot, Sweet Potato, Dried Egg, Tricalcium Phosphate, Salt, Xanthan Gum, Magnesium Sulfate, Potassium Chloride, Tapioca Starch, Taurine, Zinc Glycine Complex, Choline Chloride, Ferronyl Iron, Vitamin E Supplement, Niacin Supplement, Manganese Glycine Complex, Selenium Proteinate, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Copper Glycine Complex, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source of Vitamin K).","{'Item Number': '99370', 'Packaging Type': 'Pouch', 'Food Texture': 'Bits in Broth', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '10.0% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max', 'Ash': '3.0% max'}"
"Hill's Science Diet Adult 7+ Tender Tuna Recipe Cat Food, 2.8-oz pouch, case of 24",https://www.chewy.com/hills-science-diet-adult-7-tender/dp/244622,34.32,37.99,72 kcal/2.8-oz pouch,"Water, Tuna, Chicken, Pork Liver, Dextrose, Wheat Flour, Modified Rice Starch, Oat Fiber, Wheat Gluten, Pork Plasma, Soybean Oil, Glycine, Calcium Carbonate, Natural Flavor, Fish Oil, Guar Gum, Potassium Chloride, Calcium Pantothenate, Choline Chloride, Cysteine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Biotin, Vitamin D3 Supplement, Folic Acid), minerals (Calcium Chloride, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate), Dicalcium Phosphate, Taurine, Iodized Salt, DL-Methionine, L-Carnitine, Caramel color, Beta-Carotene.","{'Item Number': '218073', 'Weight': '4.2\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Senior', 'Food Form': 'Wet Food'}","{'Crude Protein': '7.0% min', 'Crude Fat': '2.2% min', 'Crude Fiber': '3.0% max', 'Moisture': '82% max'}"
"Evanger's Grain-Free Quail Canned Dog & Cat Food, 12.8-oz, case of 12",https://www.chewy.com/evangers-grain-free-quail-canned-dog/dp/137069,44.55,46.91,151 kcal/100g,"Quail, Water Sufficient for Processing, Liver, Guar Gum .","{'Item Number': '109690', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds, All Breeds', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Limited Ingredient Diet, Grain-Free, Pea-Free, Non-GMO'}","{'Crude Protein': '10.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.5% min', 'Moisture': '78.0% max'}"
"Hound & Gatos 98% Duck & Liver Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/hound-gatos-98-duck-liver-formula/dp/165338,59.63,,1300 kcal/kg. 203 kcal per 5.5oz (156g) can,"Duck, Duck Broth, Duck Liver, Agar-Agar, Potassium Chloride, Choline Chloride, Salmon Oil, Salt, Taurine, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid.","{'Item Number': '138375', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free, Pea-Free, High-Protein, Limited Ingredient Diet, Natural'}","{'Crude Protein': '10.00% min', 'Crude Fat': '9.00% min', 'Crude Fiber': '1.00% max', 'Moisture': '78.00% max', 'Ash': '2.50% max'}"
"Royal Canin Feline Health Nutrition Indoor 7+ Morsels In Gravy Wet Cat Food, 3-oz can, case of 24",https://www.chewy.com/royal-canin-feline-health-nutrition/dp/260518,34.34,38.16,766 kcal me/kg,"Water Sufficient For Processing, Pork By-Products, Chicken By-Products, Pork Liver, Chicken, Wheat Flour, Wheat Gluten, Powdered Cellulose, Pork Digest, Brewers Rice Flour, Pork Plasma, Natural Flavors, Modified Corn Starch, Fish Oil, Guar Gum, Sodium Silico Aluminate, Calcium Sulfate, Taurine, Potassium Chloride, Sodium Tripolyphosphate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Carrageenan, Choline Chloride, Glucosamine Hydrochloride, Sodium Carbonate, L-Carnitine, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Oxide, Zinc Proteinate, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Chondroitin Sulfate.","{'Item Number': '234016', 'Weight': '6.0\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Senior', 'Food Form': 'Wet Food'}","{'Crude Protein': '8.9% min', 'Crude Fat': '1.8% min', 'Crude Fiber': '1.6% max', 'Moisture': '82.5% max'}"
"Rachael Ray Nutrish PEAK Natural Grain-Free Wetlands Recipe with Real Chicken & Duck in Hearty Gravy Wet Cat Food, 2-oz, case of 24",https://www.chewy.com/rachael-ray-nutrish-peak-natural/dp/170601,23.52,28.56,"982 kcal/kg, 56 kcal/cup","Chicken, Chicken Broth, Water, Palm Oil, Duck, Powdered Cellulose, Tricalcium Phosphate, Sodium Caseinate, Salt, Potassium Chloride, Guar Gum, Xantham Gum, Choline Chloride, Magnesium Sulfate, Calcium Carbonate, Fructooligosaccharide, Taurine, Carrageenan, Cassia Gum, Paprika Extract, Zinc Proteinate, Iron Proteinate, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Vitamin E Supplement, Thiamine Mononitrate, Niacin, Manganese Proteinate, Vitamin A Supplement, Copper Proteinate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrocholoride, Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity).","{'Item Number': '143728', 'Weight': '4.2\xa0pounds', 'Packaging Type': 'Tray', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, High-Protein, Pea-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '3.5% max', 'Moisture': '78.0% max', 'Taurine': '0.05% min'}"
"Castor & Pollux PRISTINE Grain-Free Free-Range Turkey Recipe Morsels in Gravy Cat Food Pouches, 3-oz, case of 24",https://www.chewy.com/castor-pollux-pristine-grain-free/dp/168061,36.48,40.56,"920 kcal/kg, 78 kcal/pouch","Organic Turkey, Chicken Broth, Water Sufficient For Processing, Organic Chicken Liver, Chicken, Dried Egg Whites, Organic Dried Peas, Organic Carrots, Organic Cranberries, Organic Apples, Natural Flavor, Guar Gum, Tricalcium Phosphate, Salt, Potassium Chloride, Taurine, Salmon Oil (Preserved With Mixed Tocopherols), Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Sodium Carbonate, Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Rosemary Extract.","{'Item Number': '141141', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Gluten Free, Natural'}","{'Crude Protein': '9.0% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '1.2% max', 'Moisture': '82.0% max', 'Ash': '2.4% max', 'Taurine': '0.1% min'}"
"Merrick Purrfect Bistro Complete Care Grain-Free Hairball Control Chicken & Sweet Potato Recipe Dry Cat Food, 12-lb bag",https://www.chewy.com/merrick-purrfect-bistro-complete-care/dp/203267,36.99,,"3374 kcal/kg, 371 kcal/cup me","Deboned Chicken, Chicken Meal, Turkey Meal, Sweet Potatoes, Potatoes, Peas, Pea Protein, Dried Egg Product, Ground Miscanthus Grass, Chicken Fat (preserved with mixed tocopherols),  Pea Fiber, Potato Protein, Natural Flavor, Tapioca, Ground Flaxseed, Phosphoric Acid, Dried Whey Protein Concentrate, Inulin (from chicory root),  Salmon Oil, Choline Chloride, Salt, Organic Dehydrated Alfalfa Meal, Taurine, Minerals (Iron Amino Acid Complex, Zinc Amino Acid Complex, Zinc Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Copper Amino Acid Complex, Copper Sulfate, Potassium Iodide, Cobalt Proteinate,  Cobalt Carbonate), Yucca Schidigera Extract, Vitamins(Vitamin E Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin A Acetate, Thiamine Mononitrate, Niacin, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Dried Bacillus coagulans Fermentation Product, Dried Lactobacillus plantarum Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product.","{'Item Number': '176581', 'Weight': '12.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '32.0% min', 'Crude Fat': '14.0% min', 'Crude Fiber': '7.0% max', 'Moisture': '11.0% max', 'Calcium': '1.0% min', 'Phosphorus': '0.8% min'}"
"Primal Venison Nuggets Grain-Free Raw Freeze-Dried Cat Food, 14-oz bag",https://www.chewy.com/primal-venison-nuggets-grain-free-raw/dp/121543,40.99,41.99,"4400 kcal/kg, 125 kcal/oz","Venison, Venison Hearts, Ground Venison Bones, Venison Livers, Organic Pumpkin Seeds, Organic Sunflower Seeds, Organic Cranberries, Organic Blueberries, Organic Kale, Organic Celery, Organic Squash, Organic Cilantro, Organic Ginger, Organic Quinoa, Organic Apple Cider Vinegar, Fish Oil, Montmorillonite Clay, Organic Rosemary Extract, Taurine, Organic Coconut Oil, Cod Liver Oil, Vitamin E Supplement, Organic Ground Alfalfa, Dried Organic Kelp, Zinc Sulfate.","{'Item Number': '93938', 'Lifestage': 'Adult', 'Food Form': 'Freeze-Dried', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy, Raw, Pea-Free, Natural'}","{'Crude Protein': '54.0% min', 'Crude Fat': '21.0% min', 'Crude Fiber': '7.0% max', 'Moisture': '5.0% max'}"
"Weruva Classic Cat Stewlander Duck & Salmon in Gravy Stew Canned Cat Food, 5.5-oz can, case of 8",https://www.chewy.com/weruva-classic-cat-stewlander-duck/dp/204879,15.99,,"82 kcal/can 2.8-oz can, 161 kcal/can 5.5-oz can","Duck Broth, Duck, Salmon, Natural Flavor, Tapioca Starch, Guar Gum, Potassium Chloride, Choline Chloride, Celery Powder, Taurine, Vitamin E Supplement, Zinc Oxide, Salt, Reduced Iron, Niacin Supplement (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B6), Copper Amino Acid Complex, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Biotin, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source Of Vitamin K).","{'Item Number': '178200', 'Weight': '3.6\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy, Natural, Pea-Free, Chicken-Free, N/A'}","{'Crude Protein': '7.0% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '85% max', 'Ash': '3.0% max'}"
